Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
54,No,Travel_Frequently,278,Human Resources,9,2,Medical,1.0,554,1,Female,93,1,2,Manager,2,Married,15629,23342,8,Y,Yes,22,4,4,80,0,14,3,1,10,5,10,14
38,No,Travel_Rarely,221,Sales,21,2,Human Resources,1.0,555,4,Male,94,4,2,Laboratory Technician,2,Married,13338,23466,9,Y,Yes,14,4,2,80,3,16,1,2,23,3,0,8
27,No,Non-Travel,1297,Sales,12,1,Technical Degree,1.0,556,2,Male,59,4,3,Manager,3,Divorced,14271,15329,1,Y,No,12,3,3,80,0,11,4,4,15,10,11,10
44,Yes,Travel_Rarely,373,Human Resources,14,1,Marketing,1.0,557,2,Male,76,3,4,Manager,2,Single,18865,18305,9,Y,No,17,3,3,80,3,22,5,3,21,9,13,0
40,No,Non-Travel,696,Human Resources,2,3,Other,1.0,558,2,Female,73,4,3,Healthcare Representative,2,Married,9937,18327,6,Y,No,23,3,4,80,1,7,2,4,13,4,9,10
47,No,Non-Travel,816,Sales,3,4,Marketing,1.0,559,3,Male,62,1,2,Healthcare Representative,2,Married,14560,23141,1,Y,No,22,4,1,80,3,39,4,1,22,16,8,6
42,No,Travel_Rarely,1405,Research & Development,9,4,Marketing,1.0,560,3,Female,77,2,2,Manufacturing Director,1,Divorced,18906,16010,2,Y,Yes,16,4,1,80,0,25,1,4,34,15,9,13
30,No,Travel_Rarely,736,Human Resources,3,3,Marketing,1.0,561,4,Female,65,4,4,Laboratory Technician,3,Divorced,2057,9877,9,Y,No,16,4,2,80,2,1,1,1,39,17,6,4
42,Yes,Travel_Rarely,1405,Human Resources,3,1,Other,1.0,562,3,Female,34,1,1,Healthcare Representative,4,Single,18615,17587,0,Y,Yes,24,3,1,80,0,7,2,4,17,15,6,10
20,No,Travel_Frequently,418,Human Resources,22,2,Marketing,1.0,563,4,Female,95,4,2,Research Director,2,Single,6836,18833,6,Y,Yes,24,4,2,80,2,32,5,4,18,7,5,10
50,Yes,Non-Travel,1334,Human Resources,28,3,Technical Degree,1.0,564,3,Male,97,4,4,Manager,1,Married,17452,21271,4,Y,No,19,3,4,80,1,25,0,2,16,12,12,2
44,No,Travel_Frequently,251,Human Resources,16,4,Human Resources,1.0,565,3,Male,30,1,2,Manufacturing Director,4,Divorced,9228,18322,4,Y,No,15,3,4,80,1,26,5,3,11,4,12,7
45,No,Non-Travel,471,Sales,22,2,Life Sciences,1.0,566,3,Female,55,3,4,Healthcare Representative,3,Divorced,9330,11918,9,Y,No,11,4,2,80,2,28,2,2,15,17,11,9
37,Yes,Non-Travel,1433,Human Resources,29,2,Life Sciences,1.0,567,3,Female,65,3,3,Manufacturing Director,3,Married,15347,7546,6,Y,Yes,13,4,1,80,3,12,2,4,25,15,9,0
59,No,Non-Travel,687,Research & Development,29,2,Life Sciences,1.0,568,1,Male,55,1,1,Sales Representative,2,Divorced,8547,7270,8,Y,No,15,4,2,80,0,4,0,1,21,8,2,13
54,Yes,Travel_Frequently,1333,Research & Development,7,1,Technical Degree,1.0,569,3,Male,60,1,2,Sales Executive,2,Divorced,9469,18017,8,Y,No,14,3,1,80,0,29,3,3,9,2,7,3
35,No,Travel_Rarely,1268,Human Resources,28,3,Life Sciences,1.0,570,2,Male,72,3,2,Research Scientist,4,Single,3957,10689,3,Y,Yes,11,3,3,80,1,14,2,1,14,8,12,6
37,No,Non-Travel,1177,Sales,25,2,Other,1.0,571,2,Male,53,3,4,Sales Representative,1,Divorced,7213,22989,5,Y,Yes,17,3,4,80,2,10,2,3,39,1,10,8
21,No,Travel_Rarely,246,Human Resources,16,3,Life Sciences,1.0,572,1,Female,54,1,2,Laboratory Technician,2,Single,15944,20313,3,Y,Yes,24,4,3,80,2,30,2,1,6,8,5,3
22,Yes,Travel_Rarely,436,Sales,3,4,Other,1.0,573,3,Male,39,2,4,Sales Executive,3,Single,11970,12168,6,Y,Yes,12,4,4,80,3,28,2,4,18,5,3,8
52,No,Travel_Frequently,1271,Human Resources,9,4,Other,1.0,574,2,Female,33,1,4,Research Scientist,1,Married,19881,6091,0,Y,Yes,18,4,1,80,2,25,1,1,39,14,12,3
38,Yes,Travel_Frequently,1081,Sales,10,1,Human Resources,1.0,575,1,Male,53,2,2,Healthcare Representative,1,Divorced,5012,12345,9,Y,Yes,15,4,3,80,1,14,1,1,12,2,4,0
30,No,Travel_Rarely,536,Human Resources,20,2,Marketing,1.0,576,4,Female,58,1,3,Manufacturing Director,2,Married,13265,12219,0,Y,Yes,14,3,4,80,2,10,2,4,8,0,14,13
18,No,Non-Travel,464,Sales,24,2,Technical Degree,1.0,577,2,Female,91,3,2,Sales Executive,2,Married,3814,5975,9,Y,Yes,21,4,3,80,3,13,4,2,17,6,12,10
51,No,Travel_Frequently,338,Research & Development,25,4,Human Resources,1.0,578,3,Female,49,4,3,Sales Executive,3,Married,14365,11474,9,Y,Yes,17,3,4,80,1,17,2,1,33,13,6,1
48,Yes,Non-Travel,1124,Sales,27,1,Human Resources,1.0,579,1,Male,51,1,3,Sales Representative,1,Single,2833,19182,2,Y,No,19,3,1,80,1,14,4,3,8,4,1,5
41,No,Travel_Rarely,326,Human Resources,13,4,Human Resources,1.0,580,1,Female,80,4,2,Manufacturing Director,4,Divorced,2241,15515,7,Y,Yes,16,3,1,80,3,1,5,4,16,0,4,0
45,No,Travel_Frequently,622,Human Resources,11,4,Other,1.0,581,3,Male,85,1,2,Healthcare Representative,2,Divorced,17061,13826,0,Y,Yes,15,4,4,80,3,17,3,1,35,10,5,5
21,No,Non-Travel,190,Research & Development,13,4,Human Resources,1.0,582,3,Male,63,2,4,Research Scientist,3,Divorced,2270,21564,3,Y,Yes,14,4,3,80,1,32,5,1,34,3,3,14
47,Yes,Non-Travel,413,Human Resources,25,4,Technical Degree,1.0,583,2,Male,91,2,2,Manager,1,Married,16459,10898,0,Y,Yes,17,4,1,80,3,21,1,2,3,10,10,8
53,Yes,Travel_Rarely,828,Human Resources,24,2,Human Resources,1.0,584,3,Male,47,3,2,Manufacturing Director,2,Married,8750,7661,8,Y,Yes,17,3,1,80,0,26,4,4,32,8,14,11
53,No,Travel_Rarely,1418,Research & Development,22,3,Human Resources,1.0,585,3,Male,40,4,3,Research Scientist,4,Married,10153,10394,7,Y,No,15,3,2,80,2,27,1,2,27,2,5,9
55,Yes,Travel_Frequently,296,Research & Development,8,2,Other,1.0,586,2,Female,52,3,4,Research Director,1,Single,11975,17508,2,Y,No,20,4,4,80,0,29,2,1,5,12,4,3
30,No,Non-Travel,1375,Sales,24,3,Marketing,1.0,587,3,Male,59,3,3,Manager,3,Single,12125,21613,2,Y,No,22,3,3,80,0,2,1,2,16,5,5,5
49,No,Non-Travel,386,Sales,28,2,Other,1.0,588,3,Male,48,4,2,Sales Executive,3,Single,6322,12480,7,Y,Yes,12,3,4,80,2,34,3,1,36,4,10,3
37,Yes,Travel_Frequently,852,Sales,14,2,Life Sciences,1.0,589,4,Male,51,4,4,Sales Executive,2,Single,13294,7477,4,Y,No,22,4,1,80,0,14,0,2,28,9,3,0
18,Yes,Non-Travel,739,Human Resources,2,3,Human Resources,1.0,590,2,Male,50,1,4,Research Director,3,Married,17258,14913,1,Y,No,21,4,3,80,2,5,4,1,2,15,12,9
56,No,Non-Travel,1288,Sales,13,1,Human Resources,1.0,591,3,Male,33,4,3,Sales Executive,3,Married,14667,8219,5,Y,No,14,3,1,80,2,34,4,3,23,3,12,9
39,Yes,Travel_Frequently,677,Sales,9,2,Medical,1.0,592,2,Male,63,3,1,Sales Representative,4,Married,13054,20108,7,Y,No,21,3,2,80,1,0,5,2,30,17,7,0
31,Yes,Travel_Rarely,767,Research & Development,2,4,Other,1.0,593,4,Male,75,3,1,Sales Representative,1,Married,17447,20086,2,Y,No,22,4,1,80,2,3,1,3,12,17,4,3
23,No,Non-Travel,556,Research & Development,2,4,Life Sciences,1.0,594,1,Female,72,1,4,Research Scientist,3,Divorced,11738,21095,5,Y,No,23,3,1,80,2,8,2,3,12,12,6,6
59,Yes,Non-Travel,367,Research & Development,26,4,Human Resources,1.0,595,3,Female,82,3,1,Sales Executive,3,Divorced,7837,8751,7,Y,Yes,20,3,3,80,1,16,3,3,0,0,0,6
25,No,Non-Travel,146,Research & Development,2,2,Medical,1.0,596,1,Female,96,4,3,Research Director,2,Married,18699,22688,9,Y,Yes,15,4,1,80,0,33,5,3,22,12,12,4
20,Yes,Travel_Frequently,1455,Human Resources,13,2,Other,1.0,597,1,Male,92,4,2,Sales Representative,1,Single,15435,8969,4,Y,Yes,13,4,3,80,3,26,2,4,15,15,9,2
21,Yes,Travel_Frequently,1172,Human Resources,8,2,Other,1.0,598,1,Female,34,2,3,Manager,2,Single,10499,5090,9,Y,Yes,22,4,3,80,1,1,1,1,21,6,13,5
43,No,Non-Travel,1096,Human Resources,10,4,Life Sciences,1.0,599,2,Male,96,4,2,Research Director,1,Married,13117,6259,4,Y,Yes,14,3,4,80,2,3,3,3,5,9,1,11
23,No,Non-Travel,591,Human Resources,14,3,Technical Degree,1.0,600,2,Female,54,2,2,Research Director,4,Single,4270,8705,6,Y,No,17,3,4,80,3,7,3,4,29,8,8,5
47,No,Non-Travel,723,Sales,11,1,Medical,1.0,601,1,Male,40,2,2,Manufacturing Director,4,Single,2286,16682,2,Y,Yes,13,4,2,80,3,38,1,4,36,15,3,2
29,Yes,Travel_Rarely,626,Human Resources,10,3,Human Resources,1.0,602,1,Male,63,2,2,Sales Representative,3,Divorced,9527,16667,5,Y,Yes,17,4,1,80,0,34,0,4,7,2,1,10
29,Yes,Travel_Frequently,1093,Human Resources,4,2,Technical Degree,1.0,603,4,Female,37,4,1,Manager,3,Married,7597,24527,9,Y,Yes,16,4,4,80,1,22,3,4,30,3,3,12
29,Yes,Travel_Rarely,982,Human Resources,7,1,Other,1.0,604,2,Male,97,4,4,Sales Executive,3,Divorced,7179,21901,3,Y,No,11,4,2,80,0,37,3,3,33,16,5,2
32,No,Travel_Rarely,1377,Sales,9,1,Medical,1.0,605,4,Female,94,3,4,Healthcare Representative,3,Divorced,6881,20791,0,Y,No,17,3,4,80,1,6,0,4,17,17,6,14
54,Yes,Non-Travel,521,Human Resources,14,4,Life Sciences,1.0,606,2,Female,70,4,4,Manager,3,Married,12982,21281,5,Y,Yes,13,3,2,80,0,32,1,1,25,13,4,10
34,Yes,Travel_Rarely,1176,Human Resources,23,2,Medical,1.0,607,4,Female,41,2,1,Sales Executive,2,Single,10423,11374,5,Y,Yes,20,4,1,80,3,30,3,2,11,4,3,12
38,Yes,Travel_Rarely,432,Sales,8,4,Life Sciences,1.0,608,2,Male,42,2,1,Manufacturing Director,3,Married,19309,7421,4,Y,No,15,4,2,80,0,7,5,4,35,14,1,12
25,Yes,Travel_Frequently,570,Human Resources,28,2,Life Sciences,1.0,609,2,Female,78,3,3,Laboratory Technician,4,Married,6691,22806,8,Y,No,17,3,2,80,0,0,4,4,25,7,11,9
53,Yes,Travel_Frequently,1094,Research & Development,5,2,Human Resources,1.0,610,1,Female,67,2,1,Research Scientist,3,Divorced,19339,22269,9,Y,No,13,4,3,80,3,7,1,3,6,7,7,13
37,No,Travel_Rarely,390,Human Resources,24,4,Human Resources,1.0,611,3,Male,37,4,1,Manager,4,Single,18631,9345,5,Y,Yes,22,3,2,80,2,10,4,4,2,0,10,13
58,No,Travel_Frequently,1222,Research & Development,29,1,Marketing,1.0,612,4,Male,89,2,3,Manufacturing Director,2,Married,16848,20212,6,Y,No,13,4,3,80,2,28,4,3,39,0,12,10
39,No,Travel_Frequently,1228,Sales,18,2,Marketing,1.0,613,1,Male,60,2,4,Research Scientist,2,Married,10866,18704,7,Y,No,19,4,3,80,1,28,0,1,2,14,5,8
19,Yes,Travel_Frequently,1464,Research & Development,10,2,Life Sciences,1.0,614,3,Male,98,3,4,Sales Representative,2,Divorced,17242,12769,8,Y,Yes,22,4,2,80,3,19,0,2,38,14,3,1
38,Yes,Travel_Rarely,642,Research & Development,7,1,Life Sciences,1.0,615,1,Female,68,4,3,Manufacturing Director,2,Married,3517,17915,1,Y,Yes,24,4,2,80,3,37,5,4,7,4,11,6
45,Yes,Travel_Frequently,1353,Sales,21,2,Marketing,1.0,616,3,Male,63,3,1,Sales Representative,4,Single,19262,8393,9,Y,Yes,13,3,3,80,1,38,5,1,23,16,13,14
23,Yes,Non-Travel,117,Human Resources,17,3,Life Sciences,1.0,617,1,Female,78,3,3,Sales Representative,4,Divorced,2718,22710,1,Y,No,14,4,3,80,3,13,0,4,2,11,5,14
25,Yes,Non-Travel,382,Human Resources,26,1,Marketing,1.0,618,4,Male,35,1,2,Laboratory Technician,1,Divorced,18005,24182,6,Y,No,21,3,3,80,3,14,0,1,3,5,14,0
48,Yes,Travel_Rarely,1372,Research & Development,7,4,Life Sciences,1.0,619,3,Male,60,3,4,Sales Representative,1,Married,14194,9950,8,Y,Yes,16,4,3,80,0,4,1,2,10,8,7,11
49,Yes,Travel_Rarely,1332,Research & Development,6,1,Human Resources,1.0,620,1,Male,93,4,4,Laboratory Technician,2,Divorced,9371,13359,6,Y,Yes,20,4,4,80,1,28,5,4,29,16,7,7
45,No,Travel_Rarely,1380,Research & Development,14,4,Other,1.0,621,4,Male,47,2,2,Laboratory Technician,2,Married,4821,21684,9,Y,Yes,14,3,1,80,3,15,4,4,19,1,13,14
33,Yes,Travel_Frequently,768,Research & Development,3,4,Marketing,1.0,622,4,Male,49,1,4,Research Director,3,Married,2407,5699,8,Y,Yes,21,3,2,80,3,11,0,2,0,10,12,5
53,No,Non-Travel,707,Human Resources,5,1,Technical Degree,1.0,623,3,Female,45,1,4,Research Scientist,2,Married,10399,24406,3,Y,No,23,3,4,80,1,19,3,1,5,5,4,6
56,Yes,Travel_Frequently,747,Research & Development,24,4,Medical,1.0,624,2,Male,65,3,1,Healthcare Representative,1,Divorced,11592,10772,2,Y,Yes,18,4,1,80,3,26,5,2,12,10,5,2
43,No,Travel_Rarely,774,Human Resources,29,2,Medical,1.0,625,3,Female,73,4,3,Laboratory Technician,1,Divorced,4566,20969,7,Y,Yes,21,3,1,80,1,20,4,4,15,14,0,2
45,No,Non-Travel,1277,Research & Development,16,4,Life Sciences,1.0,626,2,Female,74,1,1,Manufacturing Director,4,Divorced,15369,16452,8,Y,Yes,20,4,3,80,3,4,4,4,3,12,9,8
33,No,Non-Travel,634,Sales,25,1,Medical,1.0,627,2,Male,79,4,3,Healthcare Representative,2,Married,8769,16678,1,Y,Yes,24,3,3,80,3,13,3,4,3,7,4,9
44,Yes,Travel_Frequently,1014,Human Resources,18,3,Marketing,1.0,628,2,Male,54,4,3,Research Scientist,3,Married,3153,12121,0,Y,No,23,4,4,80,2,30,3,2,2,2,1,14
34,Yes,Travel_Frequently,231,Human Resources,27,1,Medical,1.0,629,4,Male,44,4,4,Healthcare Representative,4,Married,17950,21770,2,Y,Yes,24,4,2,80,0,0,4,1,15,3,14,11
26,Yes,Travel_Frequently,1355,Research & Development,17,2,Medical,1.0,630,2,Male,74,2,2,Sales Representative,1,Single,18658,6452,3,Y,Yes,17,3,2,80,0,19,0,3,3,14,7,12
25,No,Travel_Frequently,895,Sales,18,3,Technical Degree,1.0,631,3,Female,94,2,3,Manager,2,Single,12816,21531,5,Y,No,20,3,1,80,3,21,1,1,1,7,1,2
31,No,Non-Travel,786,Sales,2,3,Technical Degree,1.0,632,4,Male,52,1,4,Sales Representative,4,Single,18327,10132,7,Y,Yes,15,3,4,80,0,24,4,1,39,14,9,6
42,Yes,Travel_Rarely,323,Sales,10,2,Technical Degree,1.0,633,3,Male,45,2,2,Sales Executive,3,Single,18933,18459,5,Y,Yes,14,3,1,80,3,20,0,3,8,12,0,6
30,Yes,Non-Travel,597,Research & Development,19,1,Human Resources,1.0,634,1,Male,50,1,4,Research Director,3,Divorced,16791,9608,4,Y,No,16,4,3,80,2,3,1,3,30,9,0,2
23,No,Travel_Frequently,262,Research & Development,27,2,Medical,1.0,635,3,Female,77,2,4,Healthcare Representative,1,Single,11831,18934,9,Y,Yes,13,4,4,80,1,33,2,4,24,5,2,8
51,No,Travel_Frequently,1058,Human Resources,6,1,Technical Degree,1.0,636,3,Female,87,2,2,Manager,1,Divorced,18538,10637,3,Y,No,18,4,2,80,3,4,1,1,3,10,3,3
18,Yes,Travel_Frequently,1228,Sales,5,2,Life Sciences,1.0,637,2,Male,68,1,2,Manager,2,Divorced,9519,7171,1,Y,No,14,4,1,80,3,22,2,3,22,4,2,1
42,No,Non-Travel,306,Sales,19,4,Human Resources,1.0,638,3,Female,90,4,1,Sales Representative,1,Married,5339,16774,7,Y,Yes,18,4,2,80,1,24,4,1,19,16,9,8
49,Yes,Travel_Rarely,1441,Sales,27,1,Technical Degree,1.0,639,3,Male,64,4,2,Sales Executive,4,Single,6211,5719,2,Y,No,21,4,3,80,1,5,1,4,17,17,2,10
26,Yes,Non-Travel,977,Sales,16,1,Medical,1.0,640,2,Male,37,4,2,Manufacturing Director,1,Single,14898,20207,0,Y,Yes,17,3,2,80,0,33,0,1,15,9,14,6
47,No,Non-Travel,736,Sales,25,3,Human Resources,1.0,641,4,Female,81,1,1,Laboratory Technician,1,Divorced,15869,6293,8,Y,Yes,17,4,2,80,3,22,5,1,9,7,6,9
59,Yes,Travel_Frequently,1095,Sales,29,1,Human Resources,1.0,642,2,Female,43,3,2,Laboratory Technician,3,Single,5793,10375,4,Y,Yes,20,3,3,80,2,27,5,4,2,4,4,9
23,No,Travel_Frequently,674,Sales,2,4,Life Sciences,1.0,643,3,Male,59,3,4,Healthcare Representative,3,Single,7390,24799,8,Y,Yes,11,4,1,80,1,11,4,1,5,2,0,5
27,Yes,Travel_Rarely,995,Human Resources,23,1,Medical,1.0,644,4,Male,32,1,2,Research Director,3,Single,12909,22647,8,Y,No,16,4,4,80,2,31,5,2,31,9,1,6
48,No,Travel_Rarely,1329,Human Resources,20,2,Human Resources,1.0,645,3,Male,95,2,4,Research Director,1,Single,13449,14859,0,Y,No,21,3,2,80,3,20,5,2,15,8,13,7
41,No,Travel_Frequently,616,Human Resources,28,3,Technical Degree,1.0,646,1,Female,84,3,1,Sales Executive,4,Single,5361,17060,8,Y,No,20,4,1,80,3,22,2,2,12,9,13,2
44,No,Travel_Frequently,828,Research & Development,11,3,Other,1.0,647,2,Female,77,2,4,Research Director,3,Married,13801,8385,3,Y,Yes,13,3,1,80,1,39,2,3,26,7,1,0
56,Yes,Travel_Frequently,822,Sales,1,4,Life Sciences,1.0,648,4,Female,95,1,2,Sales Executive,2,Married,16701,8596,2,Y,Yes,24,3,1,80,1,19,4,3,30,3,0,1
31,Yes,Travel_Rarely,1169,Sales,4,2,Marketing,1.0,649,1,Female,94,2,3,Laboratory Technician,2,Single,19467,7906,7,Y,Yes,14,4,2,80,0,39,0,3,0,10,10,2
54,Yes,Travel_Frequently,803,Sales,9,1,Human Resources,1.0,650,2,Male,33,2,3,Sales Representative,4,Married,11835,15522,7,Y,Yes,19,4,4,80,3,7,5,2,2,14,6,1
56,Yes,Travel_Frequently,1316,Research & Development,27,3,Human Resources,1.0,651,3,Male,68,1,2,Sales Representative,3,Single,5070,23841,4,Y,No,21,3,3,80,3,23,1,4,28,3,14,8
29,No,Travel_Rarely,1484,Human Resources,12,4,Life Sciences,1.0,652,4,Female,48,3,3,Manufacturing Director,1,Married,15967,9184,2,Y,No,18,4,2,80,2,39,5,4,32,9,6,13
48,Yes,Travel_Frequently,219,Sales,18,3,Medical,1.0,653,1,Male,59,2,3,Manager,1,Single,6822,21255,0,Y,Yes,14,3,4,80,3,11,0,3,26,0,6,9
31,Yes,Non-Travel,848,Research & Development,20,1,Human Resources,1.0,654,4,Female,36,4,1,Research Scientist,2,Divorced,9378,7623,3,Y,No,13,3,3,80,2,9,3,2,26,6,5,1
34,No,Non-Travel,391,Human Resources,14,2,Human Resources,1.0,655,4,Female,39,4,1,Research Director,4,Married,2760,18483,0,Y,No,13,3,3,80,2,30,1,2,16,4,2,10
37,Yes,Travel_Frequently,912,Research & Development,10,3,Other,1.0,656,4,Female,91,2,3,Sales Representative,1,Divorced,17300,13563,2,Y,Yes,23,4,1,80,1,10,2,3,4,6,0,11
50,Yes,Travel_Frequently,897,Research & Development,4,3,Marketing,1.0,657,1,Male,56,3,4,Research Scientist,4,Divorced,3411,23944,8,Y,No,12,3,1,80,2,13,2,3,19,10,1,6
32,No,Travel_Frequently,1200,Human Resources,22,2,Technical Degree,1.0,658,2,Male,50,3,4,Laboratory Technician,2,Single,16377,21416,9,Y,Yes,14,3,1,80,2,36,3,4,34,2,8,4
53,No,Travel_Rarely,1137,Human Resources,14,4,Technical Degree,1.0,659,2,Female,85,1,4,Laboratory Technician,2,Divorced,18177,19490,3,Y,Yes,20,3,3,80,0,10,5,3,34,1,0,12
55,Yes,Travel_Frequently,152,Sales,18,1,Life Sciences,1.0,660,3,Male,56,4,2,Sales Representative,1,Single,7214,23429,2,Y,No,14,3,2,80,2,3,1,1,26,9,0,12
27,Yes,Travel_Frequently,158,Human Resources,16,2,Life Sciences,1.0,661,4,Male,98,2,4,Sales Representative,4,Married,2172,16154,7,Y,No,11,4,4,80,3,16,0,1,25,7,10,1
19,Yes,Travel_Rarely,1319,Research & Development,24,1,Other,1.0,662,1,Female,93,2,4,Manager,2,Single,15219,11682,7,Y,Yes,19,3,4,80,2,26,2,1,27,14,10,11
25,No,Non-Travel,954,Sales,22,2,Medical,1.0,663,3,Female,44,2,2,Healthcare Representative,4,Married,17494,9757,8,Y,Yes,23,4,3,80,3,30,3,1,9,1,8,14
23,Yes,Travel_Frequently,727,Sales,9,1,Other,1.0,664,2,Female,81,2,2,Laboratory Technician,2,Divorced,11654,11100,3,Y,No,12,4,2,80,3,14,1,1,15,3,12,11
24,No,Travel_Frequently,410,Human Resources,11,1,Marketing,1.0,665,4,Female,89,4,2,Manufacturing Director,1,Married,9255,18546,4,Y,No,20,4,1,80,0,29,1,1,4,10,9,3
54,Yes,Travel_Rarely,485,Research & Development,15,1,Medical,1.0,666,4,Male,34,4,2,Manufacturing Director,1,Single,17382,20848,6,Y,Yes,24,4,2,80,0,6,3,3,39,0,13,4
32,Yes,Non-Travel,202,Research & Development,13,2,Technical Degree,1.0,667,2,Female,47,4,1,Research Scientist,1,Married,15355,8487,0,Y,Yes,22,4,2,80,1,10,1,4,28,6,2,9
38,No,Travel_Rarely,1228,Sales,6,3,Marketing,1.0,668,2,Male,60,1,2,Research Scientist,2,Divorced,7812,24677,2,Y,No,12,4,3,80,3,17,1,3,36,13,3,14
43,No,Non-Travel,393,Sales,5,2,Technical Degree,1.0,669,3,Female,66,1,4,Manager,3,Single,12508,6836,9,Y,No,14,4,1,80,0,15,0,2,1,4,9,10
53,No,Travel_Rarely,398,Research & Development,4,4,Human Resources,1.0,670,2,Female,42,2,2,Research Scientist,4,Divorced,4207,22099,9,Y,No,12,3,2,80,0,6,2,2,14,15,1,1
50,Yes,Travel_Rarely,573,Research & Development,16,4,Marketing,1.0,671,4,Male,46,2,4,Healthcare Representative,1,Married,10034,5753,4,Y,No,14,4,4,80,3,17,1,2,34,6,7,12
50,Yes,Travel_Rarely,998,Research & Development,22,3,Technical Degree,1.0,672,4,Female,47,1,3,Research Scientist,2,Single,6100,7674,3,Y,No,23,4,1,80,3,37,4,1,14,5,10,6
49,No,Non-Travel,1008,Human Resources,23,4,Life Sciences,1.0,673,1,Male,96,3,3,Manufacturing Director,4,Single,7640,20626,3,Y,Yes,13,3,1,80,1,29,1,4,33,6,10,12
21,Yes,Travel_Frequently,685,Sales,1,2,Technical Degree,1.0,674,2,Female,76,3,3,Healthcare Representative,3,Divorced,11395,7071,7,Y,No,16,3,4,80,2,27,0,1,3,5,0,12
54,Yes,Travel_Rarely,985,Human Resources,6,2,Marketing,1.0,675,1,Female,58,1,1,Healthcare Representative,4,Married,10059,15801,5,Y,Yes,13,4,4,80,1,37,3,4,14,7,11,1
29,No,Travel_Rarely,270,Research & Development,5,3,Medical,1.0,676,2,Female,71,3,1,Research Director,1,Single,16706,17257,5,Y,No,23,4,1,80,1,6,4,4,27,17,9,8
49,Yes,Travel_Frequently,458,Human Resources,14,4,Human Resources,1.0,677,1,Male,31,4,2,Laboratory Technician,4,Divorced,2192,16375,6,Y,No,23,3,4,80,2,10,0,2,29,2,6,8
51,Yes,Non-Travel,1306,Human Resources,14,1,Technical Degree,1.0,678,4,Female,75,1,3,Manufacturing Director,4,Single,9840,16984,3,Y,Yes,21,4,1,80,2,3,4,4,5,1,2,12
35,Yes,Non-Travel,477,Sales,24,3,Medical,1.0,679,1,Female,96,3,1,Research Scientist,3,Married,10827,8033,8,Y,Yes,22,3,3,80,2,2,1,2,2,17,14,9
43,No,Travel_Frequently,776,Sales,16,3,Medical,1.0,680,2,Female,45,3,1,Laboratory Technician,4,Married,10928,23873,4,Y,No,24,4,1,80,1,18,0,2,17,17,0,11
43,No,Travel_Frequently,383,Human Resources,2,1,Other,1.0,681,1,Male,48,2,4,Sales Executive,1,Divorced,5134,23319,6,Y,No,13,4,2,80,0,28,5,3,13,14,7,12
35,No,Travel_Frequently,1485,Sales,3,3,Technical Degree,1.0,682,2,Male,74,2,2,Research Scientist,4,Single,14777,8916,8,Y,Yes,17,4,1,80,2,2,3,4,32,3,5,7
20,No,Non-Travel,823,Research & Development,22,4,Life Sciences,1.0,683,4,Male,56,3,1,Sales Executive,4,Single,12659,6966,2,Y,No,23,4,1,80,0,34,3,4,25,17,5,4
22,No,Non-Travel,363,Sales,6,4,Human Resources,1.0,684,2,Female,90,2,1,Laboratory Technician,3,Married,17820,6029,5,Y,Yes,21,4,1,80,3,31,0,2,35,14,4,2
49,Yes,Travel_Rarely,175,Research & Development,6,2,Human Resources,1.0,685,4,Male,98,1,4,Sales Executive,4,Divorced,10860,13313,8,Y,Yes,19,3,4,80,3,27,3,2,31,8,1,13
34,No,Non-Travel,728,Research & Development,25,2,Medical,1.0,686,4,Female,42,1,2,Research Director,2,Married,5796,8957,9,Y,Yes,24,4,2,80,0,30,3,4,27,3,11,2
21,Yes,Travel_Rarely,280,Sales,26,2,Life Sciences,1.0,687,1,Male,39,1,2,Research Scientist,4,Divorced,13390,5910,7,Y,Yes,23,3,3,80,0,9,4,3,32,6,11,10
21,Yes,Non-Travel,1447,Sales,13,2,Life Sciences,1.0,688,1,Male,66,2,4,Healthcare Representative,2,Married,19276,22366,2,Y,Yes,24,3,4,80,2,38,1,3,2,16,8,10
45,No,Travel_Frequently,290,Research & Development,21,2,Technical Degree,1.0,689,2,Female,44,3,2,Research Scientist,1,Divorced,7329,10636,2,Y,Yes,22,4,2,80,3,35,3,2,37,6,8,0
46,No,Travel_Rarely,609,Sales,3,3,Technical Degree,1.0,690,1,Female,50,2,4,Sales Executive,3,Divorced,9586,14351,1,Y,Yes,19,4,4,80,1,28,3,4,4,12,4,1
28,Yes,Travel_Rarely,1261,Research & Development,2,3,Life Sciences,1.0,691,1,Female,97,2,2,Manufacturing Director,3,Single,12532,7852,2,Y,Yes,20,3,1,80,2,9,2,1,36,5,11,10
54,Yes,Non-Travel,1483,Sales,1,4,Marketing,1.0,692,1,Male,31,1,3,Research Scientist,2,Married,19754,8485,2,Y,Yes,18,4,1,80,1,24,4,3,36,13,14,2
